spiderg	paintingawai,0.805700421333	itsclair,0.793143868446	jaxonthepc,0.79126739502	chonnn,0.785060167313	iamernst,0.784685194492	mpaynor,0.784635305405	majordodson,0.781233429909	paulwilk,0.780350625515	jenwong,0.780012667179	mitz,0.778363704681	
mjnewham	sleepingdream,0.847205042839	smaursaeh,0.841482758522	molyo,0.837928771973	samscyth,0.837567329407	ksz,0.837219417095	aweful,0.837047696114	ericam,0.835126340389	randm,0.835060834885	marketingknyvhz,0.834078788757	goodyou,0.833246350288	
latelynot	barthelona,0.569649577141	oohiv,0.548648297787	quotlegendaryquot,0.537294387817	conman,0.537102103233	albertalcorn,0.53371822834	tprettyman,0.521864712238	youth,0.517219543457	gnomesmash,0.51524668932	naiveti,0.514315009117	churchburp,0.512847483158	
goapsi	skyworldmus,0.85734808445	tylershelton,0.676226377487	canadamedia,0.668511867523	yigalcohen,0.656705021858	occasi,0.652740240097	followe,0.647446274757	pseudostarmap,0.646005451679	thedromenet,0.645645976067	jiliff,0.644919276237	darthgeek,0.64370238781	
selisih	stoodlerist,0.901971399784	hampir,0.870275974274	sedap,0.853071928024	misogin,0.848715662956	howaya,0.848088026047	ieri,0.842765390873	visto,0.840373039246	thefan,0.840082883835	iaci,0.837704062462	ligo,0.837374210358	
thuderstorm	scadler,0.794633626938	uphappi,0.788611531258	jjjust,0.788214087486	hanhei,0.784617602825	updont,0.783592224121	sahwwet,0.782095193863	fuhjgvdfgldkfhgiadfguertgdmbsdh,0.781265854836	thedanyuong,0.778207957745	jamilla,0.775527238846	upnow,0.774915516376	
mattjacobi	patmahon,0.701109528542	chasinghighwai,0.6825735569	greedygeniuss,0.663843274117	saigonvietnam,0.658919751644	crazyim,0.658082485199	conchord,0.64638698101	yik,0.641731083393	bettercould,0.635225296021	dlprager,0.63363468647	taipeithen,0.624266862869	
snuggleh	fibula,0.675895214081	lovecanot,0.657540917397	ltuaileva,0.587519645691	cannnnnnot,0.585438728333	movementoftruth,0.582813024521	jonmendt,0.58221912384	officeo,0.578092396259	netsrak,0.571153700352	ayasin,0.569042682648	twitterdiet,0.568746566772	
quotnahipo	heyilovey,0.913605690002	loko,0.910829484463	relu,0.909323751926	loadedquot,0.908698320389	vier,0.908434867859	xroelollipopx,0.90787255764	yoopacket,0.90754199028	nongkrong,0.90694463253	dentar,0.90595805645	alyshachandra,0.905953168869	
kaithestuffgui	robcarnei,0.859587073326	vinyl,0.657935917377	itun,0.649664521217	neosublim,0.638749241829	robaron,0.637389421463	dmad,0.634928822517	songshttpwwwenespanolcom,0.63066804409	mixtap,0.61569327116	sesel,0.613751292229	awaketodream,0.610561966896	
sammichtil	cheesefen,0.800762653351	alligr,0.674787998199	pinenut,0.664330601692	everyong,0.663547635078	jenepherr,0.660974025726	hesteralic,0.660687029362	indycsz,0.659829378128	thnxthei,0.657514154911	krumpet,0.643153369427	maystladi,0.641613483429	
lauraknight	coursework,0.598452806473	assign,0.595702111721	rachaelmoor,0.570695877075	mathsampsci,0.570407629013	joceebrown,0.568069696426	essai,0.564322471619	pythag,0.560212492943	byb,0.551220059395	similarjust,0.54809910059	assess,0.543672561646	
ahmei	prv,0.877573847771	skvele,0.875764369965	hubo,0.875735223293	rucn,0.874260663986	seattletallpopp,0.873448431492	quotdabrd,0.873227238655	leafeon,0.873125851154	sanderholsgen,0.872383356094	misseskwitti,0.872346162796	spektru,0.871827185154	
masroof	abych,0.942303359509	gupshup,0.94028866291	nemusim,0.936374306679	pagian,0.932843446732	mereka,0.929765462875	prahi,0.928868293762	coffetu,0.928339242935	helem,0.928121685982	bych,0.928060889244	debil,0.927803516388	
chutiyapa	chahiyequot,0.834277331829	quotasshol,0.815559148788	companybut,0.814832806587	japanheh,0.81426268816	htmlrlz,0.812542676926	pervertquot,0.811689078808	luckysong,0.810844540596	brittan,0.810567736626	quotcloud,0.810268878937	aionamboss,0.809273481369	
ahmet	toastpaint,0.929425001144	yugo,0.800354123116	chole,0.798606216908	makelyb,0.798257827759	phad,0.797938585281	dynasti,0.792175829411	eggmcmuffin,0.789243102074	finalow,0.788637518883	plugh,0.786797821522	menglund,0.784767150879	
worsenot	pitifulsor,0.722454607487	clearz,0.717954397202	frong,0.715868234634	itchingggg,0.715125083923	tonsilitisstrep,0.713903963566	wsore,0.705642580986	soer,0.704376220703	sickstrep,0.703666627407	killllin,0.7033867836	agosor,0.699434518814	
ahmer	djfunkymonkei,0.726693451405	justinswain,0.712251424789	johnduff,0.69771027565	noinviteform,0.687685906887	fixspymast,0.677973389626	esycat,0.667970657349	spymast,0.646581709385	iwb,0.637898027897	notwitterspam,0.636089086533	babygrlu,0.630833983421	
lostttt	painmong,0.613067269325	relaxinc,0.578849077225	activistchica,0.564962267876	skapunkpezzi,0.557792425156	twgetter,0.528539419174	solm,0.522810161114	mmulcahi,0.505332231522	buffel,0.499081492424	squiz,0.498417079449	feelimg,0.495291620493	
thinkbyouspeak	claradead,0.818542540073	mrgtown,0.816572248936	nicolegiglia,0.811706542969	jksloan,0.808571279049	azombienamedv,0.808084607124	princessjacki,0.806411206722	deemack,0.805055379868	iamthefuri,0.804498255253	kitzzousi,0.804093241692	auditaherman,0.803608298302	
viscer	prolif,0.79245865345	majdamagdalenaquot,0.781291306019	tennesseewolf,0.781221389771	defjammus,0.778632879257	fdskjfdsgkfjgjsl,0.776778399944	someonesometh,0.776286005974	defiant,0.773434519768	brootz,0.772982358932	jpadilla,0.771836042404	biancalaureano,0.771201610565	
juierhfruhno	nightmaresss,0.818599104881	jelioussp,0.817357897758	beeryc,0.816054522991	donlg,0.815357506275	boreduntil,0.814879119396	attentionelli,0.81073987484	drinken,0.808701515198	pppin,0.807213902473	discogryff,0.807128548622	crazeloc,0.80684709549	
ghostsplai	arthunt,0.939993619919	flashlightsb,0.912220656872	warrkk,0.840888023376	mochablaz,0.826789259911	dasalvar,0.822421193123	neekaleak,0.820398807526	warrrkk,0.817783474922	belleantonio,0.814517140388	mopi,0.814218997955	malachiriv,0.812203943729	
tweeplegotta	harrykala,0.60749232769	reesforcongress,0.574040472507	ashmegaskin,0.560043215752	hesondeck,0.558504462242	nostrillol,0.555740237236	butt,0.554910778999	asseri,0.551731348038	galinghnd,0.540539741516	hadehaha,0.538785099983	christinavip,0.53561270237	
wandren	wtfk,0.835528612137	therefinedman,0.832331776619	supremewgtn,0.817776322365	justingetsnasti,0.815674424171	kusudama,0.806103408337	connct,0.798337817192	itshiclasyo,0.79778945446	pricelesst,0.796525120735	jasonpharvei,0.795344591141	seaninsound,0.794433772564	
katiesantri	redefinit,0.902039766312	debbiedu,0.899404644966	hassin,0.899320721626	katibrown,0.897464931011	thecamerawala,0.894270777702	brandonsmithceo,0.893215715885	gulfsprit,0.892981946468	thisa,0.892030358315	tesekkurl,0.891322910786	missc,0.890766739845	
heywazupgirl	chuckwilmor,0.832532584667	garnetbubz,0.831206202507	charliefogg,0.824302434921	jbcp,0.82370197773	tracy,0.821410953999	cassg,0.818898200989	jcmoreno,0.81736946106	musicizmilyf,0.816538929939	azombienamedv,0.816450238228	princessca,0.814308166504	
repentmyson	beingto,0.593391597271	chrishatch,0.553831398487	princessimmi,0.525787174702	dancinlor,0.521945953369	nickkram,0.520519673824	karalawson,0.504881381989	thisstupid,0.503317952156	hailer,0.500576138496	mjinil,0.500256359577	noralessa,0.500059962273	
saturnbatteri	sauvi,0.900000810623	suckand,0.831188797951	semangggattttt,0.828843593597	waifu,0.82843285799	quotleath,0.827804684639	likecuz,0.819860160351	willwatch,0.818496346474	drownthec,0.817388296127	gohardsundai,0.817284941673	okeveryth,0.815345644951	
bbqd	tritip,0.804108977318	kabob,0.761522769928	cabernet,0.759933948517	pancit,0.7599132061	hibachi,0.758286833763	tomyam,0.757148981094	adobo,0.753291726112	yumyumyum,0.749648272991	tikka,0.749331355095	selfmad,0.745741426945	
kimosorio	gefilt,0.80615401268	wdmoe,0.801875293255	filet,0.798304319382	pistolpackinmama,0.791445672512	fillet,0.787945389748	avacado,0.787603020668	caesar,0.784368872643	krautweigel,0.783268630505	flatbread,0.781011939049	kebab,0.778388738632	
wouah	yeahlol,0.83767670393	thisgod,0.836876034737	gridlockx,0.834780693054	jlove,0.830572009087	brendas,0.824723243713	marifelden,0.82367670536	catherinexo,0.819437026978	notand,0.819291830063	phienix,0.819042086601	tsking,0.815552353859	
dikasih	isinya,0.794711709023	kan,0.792095422745	ych,0.78464615345	bikin,0.780754089355	untung,0.778694152832	istirahat,0.776542425156	bisa,0.776529610157	lagi,0.774576067924	aja,0.773349285126	kirain,0.772046804428	
teamseddi	enhancedx,0.860446274281	rickbak,0.853486180305	newxboxgam,0.851845502853	tgaband,0.851358771324	erinzaerya,0.849240660667	bevjkennedi,0.846703052521	dspitta,0.846258282661	pinkpoodl,0.845058262348	demifanlif,0.84481883049	rgfbbl,0.844680786133	
iseck	nycestargang,0.445333570242	myssalia,0.422445714474	uhchick,0.415277004242	hollwoodlt,0.409780949354	devadutta,0.401547908783	favecolourpink,0.400629103184	wparticular,0.388713300228	wipod,0.387528121471	trishwah,0.382234573364	fine,0.381272733212	
thisischerri	blossom,0.775354325771	limeademmmmmmm,0.745756685734	whatacatchmandi,0.727760255337	sherbert,0.727128386497	limeaid,0.726334810257	msherri,0.718737006187	cobbler,0.713858127594	limead,0.712886333466	cherri,0.708713114262	hmmmmmmmmmmmmmmweekendrockstar,0.705768585205	
googledownund	letu,0.825708091259	lurrrrrrrrrrrrve,0.824743747711	donatifamili,0.818373799324	megfault,0.818218410015	sapphiresmok,0.815156161785	mondhatok,0.813708424568	briv,0.810852527618	mieser,0.810737848282	demoniooz,0.809539973736	awesomebut,0.808792948723	
replymessag	nataliethomson,0.544151186943	carlosakellyesq,0.523675084114	protobuf,0.499900281429	tostart,0.492075920105	msgrosvenor,0.491496384144	releasesbut,0.487896114588	antonioeff,0.481475651264	monschlong,0.475453287363	thrivequot,0.471768856049	jyuohsei,0.468380391598	
sarahdyess	infinidem,0.510846495628	homework,0.470844864845	garlicgirl,0.470191955566	youngramo,0.466151595116	mitrajoon,0.451696038246	todaydrama,0.451665341854	jaodesheyq,0.450461447239	jmeka,0.446510463953	homeworkwhi,0.443646192551	cramtast,0.432923138142	
trillz	activitat,0.895402908325	chinta,0.894954800606	yaqui,0.88998156786	astridml,0.889665722847	wwwgifttourscom,0.88925921917	dayeverlastingpan,0.888812184334	twittusback,0.888750314713	oasisteria,0.888640880585	aquicknot,0.888503968716	watkykji,0.888073325157	
wandrew	stoneyriv,0.91361284256	hanachan,0.799241185188	familyperfect,0.791744589806	strattawithout,0.788893222809	jeeali,0.786364972591	dustkat,0.782458484173	nessasushi,0.780603885651	poschi,0.780065953732	cazyuen,0.773379683495	allajunaki,0.773012459278	
sbradshaw	rhondamoor,0.811005115509	pacmanpolarbear,0.792786359787	gymweightscardio,0.791710913181	sirspoon,0.789253890514	missfitbc,0.784126162529	sgsabbag,0.783231139183	grapplin,0.778796255589	alohapegback,0.778012812138	jayvideogui,0.777161836624	mlevac,0.776314556599	
banksia	ccempaka,0.723024845123	ashleighraynor,0.677586615086	naifffi,0.675552368164	freisher,0.665141582489	bluesssss,0.663682699203	intenet,0.662316501141	funyyyyyyyi,0.655080318451	lucycg,0.654993951321	adrianbarri,0.654984772205	dangitstiarex,0.653505444527	
nztm	emailslol,0.548147499561	fagsbut,0.539819836617	evrydi,0.523391842842	isomfg,0.520465552807	insidehad,0.50909358263	jzeitler,0.505510151386	thankthelord,0.496872603893	messageit,0.4946218431	hillsit,0.493933141232	jillianguess,0.489855974913	
birght	blawgfath,0.798736393452	docfath,0.797853112221	amhadinajad,0.782931566238	onlysevenleft,0.781817555428	grantgriffith,0.778625845909	javierchua,0.760301709175	xxkamm,0.758234322071	slwodown,0.755172252655	bumaba,0.750621438026	pauwi,0.749339938164	
quotborem	hateedddd,0.69776147604	nkarol,0.692514896393	adrianquot,0.68471288681	bethmalicki,0.670865893364	likeah,0.664870381355	yayzorz,0.655549943447	nightoffici,0.648838639259	elektra,0.644012451172	howardlak,0.643741369247	britneyfoden,0.643633127213	
boringggg	paolagarinwhat,0.861420571804	dywr,0.858385324478	heear,0.857242584229	ksz,0.855266809464	larryboatright,0.854889035225	yfft,0.854490101337	frustratin,0.853579282761	websight,0.853374481201	yeahamp,0.853372335434	fortunegod,0.852666318417	
talldriv	djcata,0.571237444878	frozenwithin,0.563668906689	bario,0.553368449211	brewsco,0.545575141907	fhoxyd,0.540509104729	weekmonthmonth,0.532946586609	zuerich,0.529885411263	lauramarlinghq,0.528302907944	kailingarr,0.527903854847	idolmindsband,0.523346662521	
targa	network,0.597490727901	discoveri,0.58769595623	associat,0.582364499569	afn,0.577210783958	coverag,0.575723528862	cartoon,0.565077066422	dtv,0.563978970051	abc,0.550839185715	monikapawlak,0.541050553322	difficultiesquot,0.537999629974	
annettetush	blackmoz,0.76852786541	sharihoyt,0.766003370285	secondsyal,0.747915267944	londoonsob,0.736122012138	lilxicanita,0.735514760017	firstladydaboss,0.733991384506	julieandth,0.733793318272	notsolain,0.733677923679	bumbumbum,0.731942176819	meliciousx,0.731454491615	
ampdud	anginibabini,0.758106231689	mannnnnic,0.664374768734	quotexpiredquot,0.648522675037	clubic,0.634118437767	cakeyai,0.625829219818	raewrit,0.624118626118	blondlitsa,0.620698213577	sunbeachic,0.600684225559	comelett,0.600628256798	soic,0.599416613579	
ofrecordquot	groundquotgr,0.776076793671	bandquot,0.774480104446	reblip,0.765902400017	amel,0.76171541214	costello,0.759362995625	skinner,0.756912708282	quottroubl,0.755712151527	toddbennettjr,0.755240321159	beingposit,0.752276539803	nastia,0.751631975174	
concertslik	smileymari,0.926436781883	catherinesmith,0.896654129028	oasisteria,0.892311155796	alohahula,0.892042398453	tbcbeauti,0.889718711376	investorblogg,0.888214945793	exponenciln,0.887576043606	iamti,0.88696461916	glowel,0.886812448502	shibpur,0.886729419231	
eyeseewat	allwolverin,0.427274912596	timmytwitt,0.399277359247	jessiedol,0.387455642223	awysocki,0.38395896554	bhacwala,0.380916774273	yesweath,0.380322337151	jobintervju,0.377082645893	davehassellband,0.376693367958	loveforstm,0.375614881516	neoroosta,0.374932169914	
thepetshopboi	ingmar,0.790101647377	quotoff,0.789290130138	razorquot,0.786324858665	cleartrip,0.781311571598	yyyew,0.780087172985	narrrowli,0.778696775436	solicitud,0.776505172253	acroplex,0.776177942753	billiontrilliongazillion,0.775811076164	envisionfreedom,0.773478388786	
abda	babycjx,0.659232735634	lerosemont,0.652435421944	yogurtofthedai,0.643137454987	magnifi,0.641118407249	badam,0.639090061188	marshmelli,0.628019928932	coolnic,0.625354766846	yupliev,0.625276505947	resembl,0.622258365154	oxyclean,0.622160315514	
diplomthesi	toshiba,0.71049118042	omnomnomwin,0.67945432663	defrag,0.654153466225	connector,0.653885006905	chargerim,0.653507947922	starrydesign,0.653319239616	datacard,0.648664474487	extern,0.648609220982	brandymclendon,0.644282877445	chuh,0.642835617065	
stephvic	xdf,0.613615214825	sharynmaceren,0.59953558445	jmregnier,0.588103175163	joaovictorr,0.57809650898	courtculnan,0.577176332474	voss,0.575754106045	jprutledg,0.574367702007	newlyalmostsingl,0.572612583637	eldredg,0.567943692207	timwark,0.56775790453	
quotserializedquot	quotserialsebquot,0.920060098171	youtodai,0.87303173542	fyurwurk,0.865122437477	econdog,0.86350685358	joanpatrick,0.862210929394	rameen,0.861226081848	jennaferfm,0.861118137836	zachstewart,0.860721409321	debbystar,0.860642194748	sipag,0.860357403755	
bandsconcert	photographinginterview,0.894536495209	hillllll,0.697739899158	uchida,0.690036356449	promotionsmi,0.684718251228	yayayayayyyyi,0.684463918209	julianceasar,0.68277400732	thrilla,0.681166291237	oltl,0.678911447525	domrep,0.674386560917	csssprite,0.674335122108	
maybenotsofail	ewmedia,0.618869185448	mileylici,0.617569923401	knowledgecommon,0.591291844845	kianryan,0.587825655937	missemilyalana,0.586002349854	chiknpotpi,0.583875596523	janellesteel,0.583052575588	controllerfre,0.581547141075	humorwhitsmartquotheh,0.576650321484	kellyedward,0.573172092438	
rhcp	kaylaththedisco,0.862515926361	lunduk,0.857393264771	miljota,0.857352018356	mnta,0.855803251266	tripletsal,0.85428583622	pipeta,0.852164506912	freakshow,0.852030038834	itconfesswhateverdo,0.851549506187	jgam,0.849606871605	alicawonderland,0.849360704422	
plssaythababeh	bushwoodcc,0.633884251118	happyman,0.621553063393	sluttysub,0.618438005447	deltwitt,0.61552554369	tahanyh,0.607340097427	lisenoelruocco,0.601786494255	victoriastafford,0.598715126514	mitchmussonew,0.59701359272	finnygtquoti,0.591493725777	couldnti,0.590933561325	
tirednight	queenofhyp,0.786842346191	stickerobot,0.782275259495	quotunfollowingquot,0.780597388744	jasleong,0.773527264595	laigh,0.770021498203	talkto,0.768042266369	spymastersighsmyspacefacebook,0.764067173004	ragbandkid,0.754296600819	heapssss,0.753467321396	skfpr,0.753400027752	
wampod	sunigrl,0.661889016628	koni,0.65949511528	alysserz,0.652789831161	luisrockz,0.641496241093	fawr,0.637531757355	ireengob,0.629584789276	everyonephilosophi,0.621321558952	haroatl,0.613104522228	coreytchurch,0.610246241093	mikeangarano,0.607894301414	
weekendsound	agirdauska,0.747281372547	mrszkimboslic,0.742508649826	laguna,0.725874781609	enoshima,0.723084807396	huntington,0.718066811562	myrtl,0.716068506241	lorangil,0.704452753067	rooftrous,0.694657206535	jesster,0.694352984428	cjrrip,0.6935582757	
wonderett	kdelguercio,0.451279044151	alitri,0.448316693306	tattoyeahhh,0.447712302208	sexynlt,0.441112041473	davidmbow,0.437223404646	kylerhea,0.428300619125	zarhooi,0.426848709583	mrsd,0.423909962177	mmmhhmm,0.422332793474	bohem,0.420868217945	
paegon	weekkatiefford,0.86276268959	coolchic,0.820629775524	tartanink,0.812623023987	loveisariot,0.811495900154	mssin,0.81146633625	kibfus,0.809512376785	vuei,0.809482038021	jaminmiss,0.807540595531	kethykethi,0.801117777824	sirrenara,0.798686146736	
lowiphon	slooud,0.715614378452	postitnot,0.690057992935	luigithescoot,0.67876714468	recharg,0.677318692207	paulric,0.675445199013	deasld,0.673654675484	camcorderquot,0.673290014267	sharyscott,0.667615413666	aph,0.665431261063	nosel,0.664879798889	
longerlik	checkscan,0.873847484589	hearthealthgui,0.804666042328	keysat,0.690957486629	workforc,0.689572095871	divent,0.686625123024	danishk,0.68455350399	nordstromstl,0.666915297508	humnoth,0.662176728249	chynnariel,0.655421614647	myspacecommusicismyboyfriend,0.654624998569	
favorit	favourit,0.853256762028	fav,0.748432099819	coolest,0.631836116314	fave,0.631180644035	greatest,0.621083796024	saddest,0.59152007103	classic,0.566880345345	tlcbc,0.561440110207	electriqu,0.556629896164	tapestri,0.55440723896	
mushroomchees	mahimahi,0.966336071491	knopper,0.89476954937	youngh,0.893931627274	gumov,0.892327725887	thayir,0.890297114849	garrrr,0.887097418308	grimaldi,0.886958062649	medvdki,0.886037707329	phinquot,0.884875535965	idagui,0.884735047817	
windehah	wwwbudurlcombondno,0.77448952198	yankess,0.763570725918	answeringbest,0.759680449963	joconchi,0.730780363083	bentempleman,0.725625157356	accretian,0.712951540947	quasirahul,0.710512876511	yesssssashlei,0.708234786987	zenlenton,0.706120252609	coffeemuffin,0.699947834015	
